ts_event,rtype,publisher_id,instrument_id,action,side,depth,price,size,flags,ts_in_delta,sequence,symbol
2025-07-16 15:43:31.341334023+00:00,0,1,42510102,T,A,0,562.5,5,0,14557,338543206,NQU5 C23200
2025-07-16 17:09:24.047517527+00:00,0,1,42510102,T,A,0,609.5,1,0,13758,362840540,NQU5 C23200
2025-07-16 17:09:35.969967907+00:00,0,1,42510102,T,A,0,609.25,1,0,11528,362886216,NQU5 C23200
2025-07-16 17:09:38.768443787+00:00,0,1,42510102,T,A,0,608.0,1,0,11539,362896733,NQU5 C23200
2025-07-16 17:09:51.803729893+00:00,0,1,42510102,T,A,0,608.25,1,0,13574,362936532,NQU5 C23200
2025-07-16 18:59:38.042964715+00:00,0,1,42510102,T,B,0,611.0,2,0,11501,379167570,NQU5 C23200
2025-07-16 19:18:06.165405085+00:00,0,1,42510102,T,B,0,609.5,2,0,13884,381608429,NQU5 C23200
